Ray1,Ray2,Ray3,Ray4,Ray5,Ray6,Ray7,Ray8,PlayerX
2.922679,5.034445,25,40,5.678249,5.851029,6.20801,0.9384554,-0.151601
2.896464,4.984942,25,40,5.611113,5.782833,6.136491,0.9627059,-0.2021528
2.863622,4.922935,25,40,5.543993,5.714654,6.064989,25,-0.2526951
2.823169,4.846607,25,40,5.475335,5.644912,5.991844,25,-0.3044013
2.777633,4.760596,25,40,5.408875,5.577402,5.92104,25,-0.3544577
2.723029,4.657449,25,40,5.339468,5.506896,5.847093,25,-0.40674
2.663343,4.544762,25,40,5.27202,5.438381,5.775232,25,-0.4575525
2.597842,4.421013,25,40,5.205268,5.370571,5.70411,25,-0.5078472
2.525465,4.284252,25,40,5.138197,5.302437,5.632645,25,-0.5583872
2.44662,4.135193,7.857416,40,5.071119,5.234295,5.561171,25,-0.608939
2.361272,3.973828,7.538131,40,5.004054,5.166165,5.489707,25,-0.6594872
2.269061,3.799396,7.192746,40,4.93669,5.09773,5.417922,25,-0.7102666
2.171334,3.614416,6.826372,40,4.869955,5.029933,5.346804,25,-0.7605802
2.066481,3.415835,6.432849,40,4.802743,4.961651,5.275176,25,-0.81126
1.937686,3.171784,5.948723,40,4.712468,4.869936,5.178963,25,-0.7431769
1.848784,3.003128,5.613888,40,40,4.80185,5.107535,25,-0.6926251
1.766577,2.847064,5.303648,40,40,4.733778,5.03612,25,-0.6420768
1.690924,2.703456,5.017923,40,40,4.665709,4.964705,25,-0.5915238
1.621974,2.572359,4.756841,40,40,4.597667,4.893317,25,-0.5409803
1.558511,2.451645,4.51625,40,40,4.528347,4.820584,25,-0.4894791
1.50366,2.347201,4.307785,40,40,4.461461,4.750403,25,-0.4397783
1.454485,2.253547,4.120612,40,40,4.393594,4.67919,25,-0.3893378
1.41168,2.172004,3.957437,40,40,4.325571,4.60781,25,-0.338773
1.367151,2.08708,3.787362,40,40,4.237736,4.515637,25,-0.2734644
1.338562,2.03251,3.67795,40,40,4.167943,4.442391,25,-0.2215567
1.317501,1.992291,3.597215,40,40,4.101684,4.372852,25,-0.1722683
1.302258,1.963198,3.53883,40,40,4.03388,4.301688,25,-0.1218172
1.293292,1.946148,3.504503,40,40,3.96589,4.230324,25,-0.0712144
1.290734,1.941223,3.494617,40,40,3.898064,4.159129,25,-0.02072065
1.290713,1.941191,3.494638,40,40,3.828624,4.086236,25,0
1.290734,1.941223,3.494617,40,40,3.761986,4.016278,25,0
1.290709,1.941185,3.494573,40,40,3.694486,3.945411,25,0
1.290726,1.94121,3.494602,40,40,3.60535,3.85182,25,0
1.29073,1.941217,3.494668,40,40,3.537527,3.780602,25,0
